,text,label
206,"আলহামদুলিল্লাহ RIBANA  থেকে প্রথম অর্ডার দিলাম, এবং প্রোডাক্ট টা খুবই ভালো 😇",1
207,"1 week er moto holo use korlam🙂bhaloi laglo❤️castor oil, coconut oil, almond oil er sathey mix kore use korle bhalo result pawa jai. ",1
208,Packaging khub valo chilo. 2 din er moddhei product peye giyechi. Thank you Daraz. Ami coconut oil and olive oil mix kore chule diyechi and khub valo result peyechi. Thank you Ribana.,1
209,খুবই ভালো প্রোডাক্ট। বেস্ট সেলার। সবাই নিতে পারেন। ,1
210,The product is really good . Original and fresh. Happy user of Ribana Olive Oil 🙂,1
211,"Olive oil is much better. If you want to buy, you can buy with confidence.",1
212,Let's hope the product has been used one day. Thanks daraz and seller.,1
213,after 8month of using honestly speaking it is best natural products in the market in this price segment. Good luck RIBANA.,1
214,রিবনার নারিকেল তেল ও কেস্টর অয়েল আমি আগে থেকেই ব্যাবহার করে অনেক ভালো ফল পেয়েছি। তাই অলিভ ওয়েল টাও নিয়ে নিলাম। আশা করি এটা থেকেও আমি ভালো ফল পাবো।,1
215,product vlo ei dice..expired date o onk ace Dec 2022 porjonto...fb ta onk review dekhe 1st time nilam akhn use Kore dekhi kmn folafol pai😊,1
216,Amazing products! The smell of the oils are incredible and works great in hair and skin. On time delivery. 😁😁,1
217,"প্রোডাক্ট ভালো, প্যাকেজিংও ভালো আর সঠিক সময়ে চলে আসছে।
ধন্যবাদ",1
218,"product er quality onk vlo, olive oil ta diya oil cleansing kore onk vlo legese. recommended ❤️",1
219,1st time daraz theke product oder korechilam. sob kichu perfect vabe peye chi Alhamdulillha ,1
220,Really Good product 😊 ,1
221,"Quality Product.
Nice Packaging.
Early Arrived.
Thanks Seller 😊",1
222,packaging was good...enough date..hope the quality will be good,1
223,Ribana is ❤️.. Packaging was also good.. Thanks daraz 😊. ,1
224,"যেমন দেখে অর্ডার করেছি তেমনই পেয়েছি।
২ দিনেই হাতে পেলাম।
ধন্যবাদ।",1
225,Thank You Ribana,1
226,Use korle bujte parbo.. Jodi chuler jonne kaj hoy,1
227,ভাল প্রডাক্ট! অনেকদিন ব্যবহার করেই রিভিউ দিলাম। ,1
228,Good product. ,1
229,"Given me a faulty bottle with the misplaced lid/Cap. when I complain about it , telling me use cutter to open. How come is it possible to open a misplaced cap by a cutter ?? Surprised by the seller advice. I am very disappointed. ",0
230,"Ordered Coconut Oil, Olive Oil, Saffron Goat's milk Soap but what they delivered! 
Wrong product delivered. Kindly take necessary steps!",0
231,I didn’t get my products. and also not a single call from delivery man.  But it is showing my products got delivered. It was a pre payment order. Then I contact the customer care on the 5th day after the app showing products got delivered and they Didn't help me in this fact. They said I'm contacting after 3days. That's why they can't help me. ,0
232,"অলিভ অয়েল চেয়েছিলাম, পেলাম স্বাধ, গন্ধহীন কোন এক নারকেল তেল, খুব খারাপ লাগলো এখনো অনলাইন বিশ্বাস ও যোগ্যতা অর্জন করতে পারল না বলে। ",0
233,"তেলটা মাথায় দিলে মাথা প্রচুর ব্যথা করে। এর আগে অনেক ব্রান্ড এর অলিভ অয়েল ব্যবহার করেছি, কিন্তু এমন সমস্যা হয়নি।
এবং, বোতল এর কোয়ালিটি খুবই নিম্নমানের। ",0
234,,0
235,,0
236,,0
237,,0
238,ঠিক ঠাক ভাবেই এলো অলিভটা হাতে পেয়েছি।নির্ধারিত সময়ের আগেই ডেলিভারি দিয়েছে।,1
239,very good product of rongon and daraz delivery service is very good ,1
240,ফার্স্ট টাইম দারাজ থেকে কিছু অর্ডার করেছি। প্যাকেজিং অনেক ভালো ছিলো। টাইমলি ডেলিভারি পেয়েছি। আর রংগনের প্রোডাক্ট এর আগেও ইউজ করেছি। বাকিগুলোর মতো এটাও ভালো হবে আশা করি। ,1
241,"j mon cheyechi tai e peyechi..
onk effective ai oil🤩
tnx daraz..daraz er junno e possible hoyeche atto vlo product pawa❤",1
242,"Recommended. 🥰🥰
Such a Wonderful seller. well response with behaviour. well packing.  
Fully Satisfied.",1
243,received in good condition. use then comment of quality. thank for quick delivery to seller and Daraz ,1
244,Thank you so much for your fast delivery. Arokom offer aro chai. I love it. Ata amr 1st purchase chilo. 3 din dhore ami oil ta as a moisturizer use krtesi. It suits me so well.  Normally khub kom product amr skin a suit kre. Amr skin oily to sensitive. 2 mash use kre then briefly review dibo. ,1
245,"thanks daraz & seller,,,100% organic product deyar jonno 😊 fully satisfied ❤️😊 price  o reasonable cilo ...",1
246,Alhamdulillah  I got my products safe and perfect. Again satisfied  shopping from Daraz. Thank you Daraz ☺,1
247,tel ta just joss.ai winter a tel ta dile skin er jonno r kichu lage na.skin baby soft hoy ekdom,1
248,This smells like pure Olive. So Good. Packaging was good as well. Thank You seller.,1
249,vlo kaj kore oil ta..tnx daraz bcz of u amra ,1
250,আলহামদুলিল্লাহ ভালোভাবেই হাতে পেয়েছি। ব্যবহার করে আবার রিভিউ দিবো😊,1
251,অনেক সুনাম শুনেছি রঙ্গন হারবাল প্রোডাক্ট এর আশা করি ভাল ফলাফল পাব,1
252,Thanks for provide original product. I get it only at 326tk!!,1
253,peye gechi....use kore asa kori valo result pabo,1
254,1st use ei ami impressed..just darun,1
255,"good packing, fast delivery, thanks.",1
256,Thanks Daraz...It's really works ☺️,1
257,ঠিক মতই হাতে পেলাম ,1
258,Nice smell. ,1
259,,1
260,ভালো ,1
261,"প্রডাক্ট খুব খুব খুব ভাল ছিল ডেলিভারি সময় মতই পেয়েছি সবকিছু ঠিকঠাক ছিল 
I just love this product
recommended for all",1
262,,1
263,BullSHlT and not worth the time. Go Biden!!,0
264,faltu,0
265,,0
266,BullSHlT and not worth the time. Go Biden!!,0
267,faltu,0
268,,0
269,BullSHlT and not worth the time. Go Biden!!,0
270,faltu,0
271,,0
272,BullSHlT and not worth the time. Go Biden!!,0
273,faltu,0
274,,0
275,BullSHlT and not worth the time. Go Biden!!,0
276,faltu,0
277,,0
278,product khub vlo but price aktu beshi.....product khub vlo ase.....khub vol legese....dhonnobad ,1
279,"এটা Meril এর মত অতটা পাতলা না,,আবার Vasline এর মত অতটা গাড়ও না।..মানে Meril আর Vasline এর মাঝামাঝি আরকি।..

ঘ্রানটা খুবই ভালো লাগছে আমার কাছে,,তাছাড়া দামটাও অনেক কম।..
বিকাশ ক্যাশব্যাক দিয়ে আমার ৫০টাকার কম পড়ছে।..
মানে ১০০গ্রাম ৫০টাকারও কম লাগছে,,ভাব যায় 😍😍",1
280,"অনেক সুন্দর জিনিস । থ্যাঙ্কু সেলার । 

বি: দ্র: সাথে 6টা গিফট দিয়েছে আমাকে 3টা সম্পু+ 3টা তেল । অনেক ধন্যবাদ । প্রোডাক্ট এর গ্রান টা জোস । recommended for all for sure .🥰🥰🤘",1
281,Good product in a simple but beautiful container. Delivered in time with Safe and Nice packing. Thanks to seller as well as Daraz for their excellent and quick service.,1
282,Product quality is good. Delivered in time with Safe and Nice packing. Thanks to seller as well as Daraz for their excellent service.,1
283,গতবার শীতে অনেক গুলা ইউজ করছিলাম। এর ঘ্রাণের জন্য এটার ফ্যান হয়ে গেলাম। জোস জিনিস টা। আরো নেওয়া হবে ইন ফিউচার। ,1
284,"এর আগে নিয়েছিলাম।  প্যাকেজিং ভালো, জিনিসগুলো ইনটেক, পর্যাপ্ত মেয়াদ আছে। ধন্যবাদ দারাজ সেলার।",1
285,Got at really good discounted price. Packaging was good. Have enough expiry date. Hope the product is genuine.,1
286,"very good product, Thanks to daraz & sellers ",1
287,Previously used petroleum jelly but this jelly looks different.Smell is quite gd so that after using this feeling comfortable.,1
288,The benefits of buying products from darazMall is you get original products. I got it at a very reasonable price. Definitely a good deal!  Packaging was good. Happy with the purchase. ,1
289,"Thanks Daraz & Parachute. 
product is awesome & lowest price.
i am fully satisfied. 
thanks seller.
fully trustable❤️",1
290,ek kothay awesome ekta product. fully intact. as usual petroleum jellyr theke eita onk valo. highly recommended to buy.,1
291,অসাধারণ খুব ভালো পেট্রলিয়াম।।।আবারও নিবো ভাবছি। যাস্ট ওয়াও😘😍,1
292,সাধ্যের মধ্যেই যেন সবটুকু সুখ।। দুই দিনেই হাতে পেয়েছি।। সব মিলিয়ে অসাধারণ ছিল।। ধন্যবাদ।।,1
293,"মাসাল্লাহ খুব ভালো পণ্য, সবাই নিশ্চিন্তে নিতে পারেন।",1
294,"লোকাল দোকানের থেকে কম দামে কিনলাম।
product ভালোই, মেয়াদ ও বেশী
দরাজ থেকে কম দামে",1
295,সুন্দর এবং ভালো জিনিস👍ডেলিভারি অনেক সময় লাগছে আর বাসায় এসে দেয়া হচ্ছেনা(redx),1
296,"legal price theke kom e pelam, good product",1
297,I ordered it for my mom... let's see how it works... delivery was super fast,1
298,"মনে হয় ভাল হবে, মেয়াদ যথেষ্ট ছিল। ধন্যবাদ দারাজ, ধন্যবাদ সেলার ও বিকাশ।",1
299,"ভালো পণ্য। 
অভিযোগ করার তেমন কিছু নেই",1
300,"Packaging ta valo cilo. ponno sob gulu pelam tik moto..
Thanks DARAZ..",1
301,well..it took 3 days to deliver my product. thanks marico and daraz..,1
302,sob somoy balo peyeci percel guli .bisssas kora jay. daraz ke tnx daraz.aro order krbo insha'Allah agiye jaw,1
303,আমি তিনটে প্যারাসুট পেট্রোলিয়াম জেলি অর্ডার করেছিলাম কিন্তু আজকে আমি মাত্র একটি জেলি পেয়েছি বুঝলাম না এরকম কেন হল। আমি কবে আর দুটো পাব। ডেলিভারি ম্যান পুরো টাকা টা নিয়ে গিয়েছে।,0
304,(2nd order review) bujhlam na ager bar order dilam thik ache but ebar order dilam but khola and 1 single time use kora!! what is this??? ব্যবহার করা হইলো কিভাবে????,0
305,এতদিন ধরে শপিং করেছি কখনো এমনটি হয়নি  order প্যারাসুট পেট্রোলিয়াম জেলি অর্ডার দিয়েছি তিনটা এসেছে একটা টাকাটা পুরা  নিয়ে।গেছে। বাকি 2 টা কবে পাবো,0
306,"Really bad experience of this product only two days use, and mouse is out of work. So avoid this...",0
307,"২০১৯ সালের উৎপাদিত, অনেক পুরাতন, কৌটার গায়ে ময়লা পড়ে গেছে এমন পন্য পাঠিয়েছে",0
308,"Cap khola chilo, vitore gel er upor finger print chilo",0
309,the packet was already opened. totally disappointed,0
310,,0
311,,0
312,"Cap khola chilo, vitore gel er upor finger print chilo",0
313,the packet was already opened. totally disappointed,0
314,,0
315,,0
316,Daraj is not a online platform only its a faith of thousands people. wish you good luck for the future. 😊,1
317,Provided from fresher batch. Cheaper than any other retailers. Original quality product from Unilever. Very fast and sincere delivery. Completely Satisfied...,1
318," ১৯০ টাকা , মুটামুটি ভালো,  আপনারাও চাইলে নিতে পারেন। ❤️",1
319,এতো কম দামে অরিজিনাল প্রোডাক্ট একমাত্র দারাজেই সম্ভব। 😊,1
320,"একটু স্ক্রাচ ছিল! বাট প্রোডাক্ট খুবই ভালো! এনাফ এক্সপায়ার্ড ডেট আছে! 😋
এবং খুবই কম দামে পেয়েছি!😍
দ্রুত ডেলিভারির জন্য ধন্যবাদ!😊 ",1
321,bolar kisui nei. eto kom rate e pabo asha korini.expire date o 2022. abar Sathe free delivery. joss,1
322,অনেক ভালো একটি প্রডাক্ট। ঠিকঠাকভাবে প্রডাক্ট হাতে পেলাম। কিন্তু একটু দেরিতে পেলাম।,1
323,"এক কথায় অসাধারণ,,  মিশন ভাউচারে ফ্রি নিয়েছি 🙄🙄",1
324,Satisfied with the product and delivery 👍,1
325,পুরো খাটি প্রডাক্ট। ধন্যবাদ,1
326,Satisfied with the product..dokaner ceye kom price e peyechi,1
327,datun podarc thanks daraz,1
328,ভালো পন্য দামও কম,1
329,"satisfied 

onkdin date ache...
& kom taka lagse. ",1
330,Long expiry date. Fast delivery. ,1
331,authentic product. recommended. ,1
332,ভালোই। ২৩ সাল পর্যন্ত ডেট আছে,1
333,Genuine product love this 😍,1
334,Khub vhalo....Original... ,1
335,Very good at low prices ,1
336,good product. all is ok,1
337,good Product...,1
338,good products ,1
339,good product.,1
340,satisfied 💯,1
341,😒,0
342,"১৫/১১/১৯ তারিখে অর্ডার, মূল্য পরিশোধ ছিল prepaid, পণ্য পাইনি অথচ ২৬/১১/১৯ তারিখে আমি মেইল পেলাম যে Product delivered. ঐদিনই ফিরতি মেইলে এবং পরেরদিন Daraz Customer Care-এ বিষটি জানালাম। কিন্তু আজ পর্যন্ত এ বিষয়ে কোন অগ্রগতি জানতে পারলাম না। দারাজ কি আমাকে বোকা বানালো ?",0
343,Very bad packaging. ,0
344,😒,0
345,"১৫/১১/১৯ তারিখে অর্ডার, মূল্য পরিশোধ ছিল prepaid, পণ্য পাইনি অথচ ২৬/১১/১৯ তারিখে আমি মেইল পেলাম যে Product delivered. ঐদিনই ফিরতি মেইলে এবং পরেরদিন Daraz Customer Care-এ বিষটি জানালাম। কিন্তু আজ পর্যন্ত এ বিষয়ে কোন অগ্রগতি জানতে পারলাম না। দারাজ কি আমাকে বোকা বানালো ?",0
346,Very bad packaging. ,0
347,😒,0
348,"১৫/১১/১৯ তারিখে অর্ডার, মূল্য পরিশোধ ছিল prepaid, পণ্য পাইনি অথচ ২৬/১১/১৯ তারিখে আমি মেইল পেলাম যে Product delivered. ঐদিনই ফিরতি মেইলে এবং পরেরদিন Daraz Customer Care-এ বিষটি জানালাম। কিন্তু আজ পর্যন্ত এ বিষয়ে কোন অগ্রগতি জানতে পারলাম না। দারাজ কি আমাকে বোকা বানালো ?",0
349,Very bad packaging. ,0
350,😒,0
351,"১৫/১১/১৯ তারিখে অর্ডার, মূল্য পরিশোধ ছিল prepaid, পণ্য পাইনি অথচ ২৬/১১/১৯ তারিখে আমি মেইল পেলাম যে Product delivered. ঐদিনই ফিরতি মেইলে এবং পরেরদিন Daraz Customer Care-এ বিষটি জানালাম। কিন্তু আজ পর্যন্ত এ বিষয়ে কোন অগ্রগতি জানতে পারলাম না। দারাজ কি আমাকে বোকা বানালো ?",0
352,Very bad packaging. ,0
353,😒,0
354,"১৫/১১/১৯ তারিখে অর্ডার, মূল্য পরিশোধ ছিল prepaid, পণ্য পাইনি অথচ ২৬/১১/১৯ তারিখে আমি মেইল পেলাম যে Product delivered. ঐদিনই ফিরতি মেইলে এবং পরেরদিন Daraz Customer Care-এ বিষটি জানালাম। কিন্তু আজ পর্যন্ত এ বিষয়ে কোন অগ্রগতি জানতে পারলাম না। দারাজ কি আমাকে বোকা বানালো ?",0
355,Very bad packaging. ,0
356,"100% original product... made in Bangladesh
I am happy thank you so much
daraz
thank you so much Selar bhai jaan",1
357,আসলেই অনেক ভালো পোডাক্ট ।পেকেজিং টা ও ভালো হইছে ।তাছাড়া মেয়াদও আছে #২ বছর। অডার করার এক দিন পরেই পেয়েগেছি ।Thanx Daraz's and saleman.😀😀😀,1
358,ভালো লেগেছে। কম দামেই পেলাম সাথে মেয়াদও আছে। ধন্যবাদ  ম্যারিকো বাংলাদেশ ও দারাজ বাংলাদেশ। ,1
359,"সত্যি অনেক সুন্দর একটি প্রোডাক্ট❤️ 
রিভিউ এ দেখে যতটা আশা করেছিলাম তার চেয়ে অনেক ভালো & সুন্দর 🤗🤗🤗
 ধন্যবাদ সেলারকে❤️❤️❤️",1
360,Alhamdulillah. I have received it in a very good condition as the seller took the most responsibility to pack it very well. This is exactly the item I ordered. Recommended for others. Very well done DARAZ as well as the seller for the best online experience. I might order again In Sha ALLAH. Best of luck. Fee Amanillah....,1
361,"মান সম্মত প্যাকেজিং, দ্রুত ডেলিভারি, কম দাম, সবমিলিয়ে সেলার পয়েন্ট থেকে ভালো প্যাকেজ। এখন ব্যবহার করার পালা। রিকমেন্ডেড....",1
362,বাজারে এর থেকে কমে হ্যান্ডওয়াশ রিফিল নেই মেবি। তিন টা নিলাম এ পর্যন্ত! বাট এখনো একটাও ব্যাবহার করিনি। আশা করি ভালোই হবে। ,1
363,"৩৪ টাকা অফার প্রাইজ এ এর থেকে ভালো কিছু হতে পারে না,ডেলেভারীও খুবই ফাস্ট ছিলো।আর মেডিকার এর হ্যান্ডওয়্যাস ও ভালোই লেগেছে ফ্লেভারটাও ভালো,সাথে ৯+ মাস মেয়াদ আছে।#রিকোমেন্ডেড ",1
364,"জিনিস টা সব সময় ই লাগে। দোকান থেকে কিনতে গেলে গায়ের দামেই নিতে হয়। 

বাট দারাজে ভাউচারের বদৌলতে এসব জিনিস অনেক কম দামেই নেওয়া হয়।

এখনো ইউজ করিনাই। ইউজ করলে বলা যাবে কেমন। বাট ভালোই মনে হচ্ছে। যথেষ্ট মেয়াদও আছে। ",1
365,সর্বপ্রথম মারিকো বাংলাদেশ কে অনেক অনেক ধন্যবাদ যে আমাকে রিভিউ কন্টেস্টে আমাকে 500 টাকা গিফ্ট দেওয়ার জন্য । আমি এর আগেও এই স্টোর থেকে পণ্য কিনেছি অনেক ভালো সেলার । এমন কি পণ্য অরজিনাল এবং অনেক দিন মেয়াদ থাকে । এই বার ও অরজিনাল পণ্য পেয়েছি । খুব ভালো শ্যাম্পু । 2.5 বছরের মতো মেয়াদ আছে । প্যাকেজিং ও ভালো ছিলো এবং 2 দিনের মধ্যে ডেলিভারি পেয়েছি। সবাই কিনতে পারেন অনেক ভালো সেলার । ধন্যবাদ দারাজ এবং সেলার কে।,1
366,"৪ টা hand wash এর মধ্যে ১ টা পুরোপুরি  ছেড়া ছিল। liquid soup গুলোর সাথে  চিনির প্যাকেট ছিল।যদি কোন চিনির প্যাকেট ও ফেটে যেতো বা লিক করত তবে সেই প্যাকেট গুলো ও ফেলে দেয়া লাগতো।এমনটা মোটেই কাম্য নয়। worst Packaging, really disappointed.delivery ও পেয়েছি অনেক দেরিতে। ",0
367,প্রোডাক্ট কোয়ালিটি তেমন ভালো না। অনেক পুরাতন পুরাতন প্রোডাক্ট দিসে😐😡। সাথে একটা তেলাপোকা ও ফ্রি দিসে। 🤬🤬😠😠। খুবই খারাপ সার্ভিস। দারাজ মল এর থেকে এমন প্রোডাক্ট আশা করি নাই😑😑😐😐,0
368,"after waiting more than 22 days, got 4 pcs hand wash instead of 5. so much disappointing service from Daraz retailer.",0
369,"17 November order korsi..... R paisi 3 December ......
very poor delivery system.
Order korlam mediker safelife hand wash .... R dilo Lifebuoy refill pack....🤭🤭🤭",0
370,পিকেটিং ঠিক ভাবে করা হয় নি একটি পেকেট পুরো নস্ট,0
371,leaked Hand wash deyer jonno   sob nosto...😥,0
372,"Order korlam 5 ta

Delivery dilen 4 ta 🤔
Aita Kemon Service Vi",0
373,"Kub e patla liquid & smell ta onk ta kodur tel er moto. 
hand wash er smell amonta hobe asha Kori ni",0
374,প্যাকেট ছিদ্র ছিলএবং হ্যান্ডওয়াশ কিছুটা বের হয়ে গিয়েছে।জিনিসটা মোটামুটি।,0
375,আজাইরা ডিস্কাউন্ট দিছে।পেকেট এর গায়ে যা দাম লেখা সেইমটাই রাখছে,0
376,delivery free offer a celo but abar delivery charge nese.,0
377,1 ta packet fata celo. smell valo na. na kina e valo.,0
378,হাত পিছলা থাকে।তেমন ভালো না।এভারেজ কোয়ালিটি,0
379,"Worst product, please don't buy any one ",0
380,packet lick ase......faltu product ....,0
381,"প্রথম ব্যবহার করছি। তরল সামান্য পাতলা মনে হলো। আমার ধারণা ভুলও হতে পারে। সুগন্ধ ভালো। দামটাও কম ছিল। আশাকরি, ভালো হবে। ধন্যবাদ।

বি. দ্র. কিছু দিন ব্যবহারের পর পণ্যটাকে আর ভালো লাগছে না। কারণ, ভালোভাবে হাত ধোয়ার পরও তরলের পিচ্ছিলতা হাতে লেগে থাকে। যেটা খুবই বিরক্তিকর। (২৯/০৭/২০)",0
382,"not so good
but Use able ",0
383,Disappointed...,0
384,স্যানিটাইজারের কোয়ালিটি অনেক বাজে। সেইম দামে স্যাভ্লনের ভালো কোয়ায়লিটি পাওয়া যায়,0
385,"ভালো না,
হাত ধুইলে অনেক বার ধোওয়ার পরেও হাত পিছলা থেকে যায়   ",0
386,,0
387,,0
388,"প্যাকেজিং ঠিক ছিল, দ্রুত ডেলিভারি পেয়েছি। আগেও এটা ব্যবহার করেছি ভালো সাবান, মেয়াদও আছে। ধন্যবাদ দারাজ সেলার ও বিকাশ।",1
389,"প্যাকেজিং ভালো ছিল, দ্রুত ডেলিভারি পেয়েছি, জিনিসটাও মনে হয় ভাল হবে। ধন্যবাদ দারাজ, সেলার ও বিকাশকে।",1
390,"Nice one, Fast delivery. Got as same as shown

Product Quality:- 10/10
Time:- 10/10
Seller:- 10/10",1
391,"Good Soap 🧼 ... 
Same as picture 😍... Thanks Daraz 💖",1
392,"Valoy,, Soap ta..❤️❤️",1
393,Seems  very good soap,1
394,হাতে পেয়েছি। ঘ্রাণ মোটামোটি ভাল । বাকিটা ব্যবহার করে দেখি। ধন্যবাদ সেলারকে।।,1
395,smell pack price all seems fine.,1
396,Good,1
397,,1
398,"প্রোডাক্ট ছবিতে যেমন দেখানো হয়েছে বাস্তবে ঠিক তেমনই...
সাবানটি ব্যাবহারের পর মনে হলো অরিজিনাল...
রিকমন্ডেড...",1
399,চমৎকার প্রোডাক্ট এক কথায় অসাধারণ দামের তুলনায় প্রোডাক্টটি খুবই ভাল ছবিতে যে রকম দেখা যায় ঠিক সেরকমই আমি পেয়েছি ধন্যবাদ দারাজ ধন্যবাদ দারাজ সেলার,1
400,packaging was good well wrapped with bubble wrapper. Daraz should follow this packaging method because sometimes product can be damage without bubble wrapper. ,1
401,valo & thikthak chilo. sobai nite paren. thanks to Daraz,1
402,Nothing to say it's one of the best product.,1
403,টাইমলি পেয়েছি ।আশা করি ভালো হবে।,1
404,খুব ভালভাবে পেয়েছি সাবান গুলো ,1
405,পন্য টিক আছে বাট দাম বেশি নিছে,1
406,Amar valo lagenai no good. ,1
407,good soap with great smell,1
408,খুবই ভালো প্রোডাক্ট। ,1
409,Good Product 🙂,1
410,good product,1
411,good product,1
412,😍😍😍😍,1
413,,0
414,,0
415,২৪ ঘন্টারও কম সময়ে ডেলিভারি পেয়েছি। কখনো চিন্তাও করিনি এত কম সময়ে পাবো। ধন্যবাদ দারাজ এবং সেলারকে। প্রোডাক্ট অরিজিনাল এবং ফ্রেশ পেয়েছি। এক্সপায়ার ডেট এবং প্যাকেজিং ঠিকঠাক ছিল।,1
416,প্রোডাক্ট এর মেয়াদ ঠিকঠাক। অরজিনাল একদম৷  দারাজেএ রিটেইল সেলার অলোয়েজ ভালো সার্ভিস দেয়৷ দারাজ আমার কাছে বিশ্বস্ত একটা প্লাটফর্ম হয়ে গেছে৷ ধন্যবাদ দারাজ,1
417,product ta ajke pelam. etar smell tao joss lagse. packaging oo khub bhalo lagse. but delivery te 4 din lagaise . use korar por bujha jabe bakita. ar eta original product. 2022 porjonto date ase. gayer dam 350 taka. but duita product hate pelam ar duitar total dam porse 236 taka😍😍😍😍😍😍 r delivery oo free cilo😍😘😘😘😘,1
418,আরজিনাল পন্যটা পেয়েছি ,1
419,Co operative seller. I'm shocked when see 2 minipacks. Thanks to Daraz and seller,1
420,,0
421,"সত্যিই অসাধারণ !!!😍 
যা আশা করেছিলাম তার থেকে অনেক ভালো। এটা একদম Natural এবং pure। এটার smell ও আমাকে মুগ্ধ করেছে।

ব্যবহারের পর:
এটা শরীর এবং মুখে ব্যবহারের পর বুঝতে পারবেন যে এটা কতটা premium কোয়ালিটি। স্কিন খুবই deeply ক্লিন করে এবং  moisturize করে। 
চোখ বন্ধ করে নিতে পারেন নিশ্চিন্তে। একদম 10/10.
Thanks a lot 💝••MOLLYWAIZ••💝",1
422,Amar kase eta FACE r jonno Best lagse than facewash ...but Body te use korle Normal just...Normal for Body and Best for FACE (my opinion)😍😍Used many days ⭐️⭐️⭐️⭐️⭐️Fragnance like as Sandalina Soap😅😅,1
423,"Mollywaiz ফ্রেসওয়াস গুলো খুব ভালো, দাম কথা কি বলবো আর একদম কম পাইজ, আর একটা ৬ মাস বেশি যাবে , আমিতো পুরায় ফিদা হয়ে গেছি, আবার কিনবো 😁
আপনার বেশি কিনেন আর শেয়ার করেন আপনাদের কাছে কেমন লাগছে…!",1
424,er gran khub sundor...perfect😍,1
425,সাবান আর তেলের মিশ্রনের মতো। খুব একটা ফেনা নেই। গন্ধটাও আহামরি কিছু না। তবে ফ্যাটবিহীন সোপ হিসেবে ভালো। দেখা যাক। ,1
426,product was satisfying ...packaging was also very good...thanx to the seller,1
427,Packaging was good.Smell is nice.,1
428,khubi valo.....just super se uper.দাম বাড়াবেন না ভাই অনুরোধ 200 টাকা পর্যন্তই রাখেন। ক্রেতার দিক টাও একটু ভাবেন। ভাই,1
429,Received the product in well condition. thank u so much. seller communication ws great. appreciate it. ,1
430,I am really glad to receive an authentic product from DARAZ.And I want to shop more. Thanks for giving me the chance to express my experience of shopping in the biggest online based market DARAZ.,1
431,"ekbar use kore review dicchi, valoi mone hoeche,smells good,tobe kono speciality ekhono paini.",1
432,very nice product.I am greatly satisfied. thanks to  seller and daraz,1
433,প্রডাক্ট ১০০% ভাল।আমি এর আগেও নিছিলাম। সব থেকে   বলব সেলার এর ব্যাবহার অনেক ভাল।,1
434,this is my second time ..deeply clean kore product ti,1
435,skin valomoto clean kore. Abar nibo future e. nite paren. ,1
436,Very good product. It gentley clears the skin without drying it out. ,1
437,Quite good! Cleans well and smells nice.,1
438,"Really amazing, doesn't dry out skin, smells good. Gentle but effective.",1
439,vhalo...deep cleansing hoy,1
440,good.highly recommended. ,1
441,good product,1
442,ভালো প্রোডাক্ট,1
443,nilta valo lagse . sadata soyabin tel er moto gondo. motamoti valo.,1
444,বোতলের গায়ে উৎপাদন এবং মেয়াদ উত্তীর্নের তারিখ ছিল না।বিষয়টি বুজতে পারলাম না।,1
445,loved it,1
446,I didn't find it good unfortunately. seems like replica. ,0
447,I didn't find it good unfortunately. seems like replica. ,0
448,I didn't find it good unfortunately. seems like replica. ,0
449,I didn't find it good unfortunately. seems like replica. ,0
450,"Good product, Got same as picture. Thanks Seller and Daraz. Recommended prodcut",1
451,"ব্যবহার করে অনেক ভাল পেলাম , সুগন্ধ ভাল । ৫ স্টার দেয়া যাই। ধন্যবাদ সেলার ও দারাজ ।",1
452,"Darazz, 
এবং sellar খুব সুন্দর ডেলিভারি দিয়ে ছে।",1
453,good product ,1
454,Good,1
455,"অর্ডার দিয়ে সেলারকে বলেছিলাম, প্যাকেজিং যেন ভাল হয়। কিন্তু যাচ্ছেতাই হইছে। হ্যান্ড ওয়াশ ফেটে গিয়ে পরে গিয়েছে।",0
456,,0
457,দেখানো ছবির সাথে প্রোডাক্টের মিল ছিল। ডেলিভারি সঠিক টাইমে পেয়েছি। ওভারঅল সবকিছু ভালো ছিল। I recommend the seller. thank you daraz.,1
458,"২ টা কিনে একটা ফ্রিতে পেয়েছি, মানে এই প্রাইজে মোট ৩ পিস, আমর কাছে ভালোই লেগেছে, ধন্যবাদ। ",1
459,২০২০ এর প্রোডাক্ট  গুলো না এনে ২০২১ এর রিসেন্ট প্রোডাক্ট  গুলো পারলে আনুন তাহলে Expired Date টা একটু বেশী দিন পাওয়া যায়।,1
460,অরিজিনাল প্রোডাক্ট পেয়েছি যেমনটা দেখেছিলাম ঠিক তেমনই।তবে এর ভেতর আলাদা করে কোন ফ্লেভার দেওয়া নেই বিধায় ঘ্রানটা ভালো লাগে নি।,1
461,Satisfied with Quality and Price.,1
462,খুবই ভালো প্রডাক্ট। আজই হাতে পেলাম। ধন্যবাদ দারাজকে এবং সেলারকে।,1
463,"All the items were genuine, original and intact ",1
464,good in good condition use it everyone ,1
465,thanks daraz for on time delivery ,1
466,Excellent Product,1
467,good product,1
468,Positive 😀😀,1
469,"very good, olppo takai valo product pelam",1
470,,1
471,Very. very good product. The seller is awesome.sanitizer quality is also very good.I recommend this Product 😊,1
472,Received it in well condition..packaging was really great and product also. no leackage and no broken product. received with thanks. considering the other product price is really great. ,1
